Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Georgia,GEO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.088,638.058,337.364,157.681,161.348,29.336,77.007,62.339,58.672,55.005,55.005,113.677,172.349,179.683,179.683,381.368,256.69,509.713,799.406,1059.763,1180.774,1213.777,1136.77,,,,
Georgia,GEO,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.920029779,0.844516802,0.576151633,0.212570362,0.337574643,0.333262566,0.361426208,0.307719199,0.315423919,0.250111789,0.213141625,0.213726808,0.23146981,0.247582164,0.274567148,0.254650452,0.200073966,0.250835928,0.238856183,0.281242248,0.280017767,0.252137515,0.275631529,,,,
Georgia,GEO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.340840287,1.202302667,0.803093498,0.290214936,0.452591846,0.439236421,0.471053984,0.395348513,0.396386197,0.307563721,0.258020059,0.254011226,0.267886456,0.277877992,0.299113262,0.270158808,0.208208651,0.259059572,0.243845659,0.281242248,0.274748505,0.243126233,0.260845664,,,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146690058,2.026478386,1.257952315,0.494421093,0.905381906,1.020036493,1.169158925,1.045271664,1.11256641,0.939044777,0.851651433,0.954857055,1.100845101,1.298612238,1.584796154,1.663381913,1.342567616,1.636221401,1.667568685,2.122236979,2.263802424,2.113793109,2.416460496,,,,
Georgia,GEO,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.92682927,22.733972,18.38456902,17.67515924,59.24256087,58.84297521,61.19733925,58.39662447,46.80679062,44.45525292,47.29437229,45.48104956,35.8778626,36.83068017,34.10852713,39.29183324,42.72533712,45.00587544,43.78629501,33.99264029,32.18940052,33.87774148,31.57894737,,,,
Georgia,GEO,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049.459,2262.539,1118.435,407.037,2409.219,2610.904,3036.276,2537.564,2123.193,1675.819,1602.479,1716.156,1551.141,1866.503,2097.524,2522.896,2207.534,2808.922,2764.918,2709.913,2717.247,2662.242,2838.258,,,,
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15335.394,9952.238,6083.553,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6420.917,5166.803,6241.234,6314.574,7972.058,8441.434,7858.381,8987.817,,,,
Georgia,GEO,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.089836994,1.918310141,1.308721766,0.482851116,0.766796893,0.757002061,0.820975448,0.698980599,0.716481781,0.568126034,0.484148734,0.48547797,0.525780993,0.562380019,0.623676098,0.578435554,0.454465698,0.569770906,0.542559055,0.638838511,0.636057116,0.572727448,0.626093828,,,,
Georgia,GEO,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.11047346,69.34414149,75.22603978,73.40764331,35.70784491,39.50413223,35.18107908,36.37130802,48.10024252,49.31906615,45.88744589,46.84159378,55.13146735,55.13748191,59.27251044,51.22786979,47.97728886,39.83548766,36.81765389,43.33026679,44.70026064,40.45730285,46.71562627,,,,
Georgia,GEO,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9064.824,6901.294,4576.416,1690.487,1452.132,1752.826,1745.492,1580.477,2181.865,1859.169,1554.808,1767.494,2383.55,2794.254,3644.998,3289.299,2478.892,2486.226,2324.878,3454.314,3773.343,3179.289,4198.715,,,,
Georgia,GEO,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77101927,1.308821141,1.298565688,0.618148895,1.085558508,1.349565375,1.632372522,1.561670494,1.58097475,1.466567175,1.331914012,1.394802698,1.554895443,1.784100302,2.028545162,1.921667901,1.719654365,2.016213092,2.022415577,2.249219113,2.278063252,2.016321974,2.047374635,,,,
Georgia,GEO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585.263224,2079.052503,1776.767826,1548.32339,968.7244369,799.8414246,834.0240519,755.8259211,716.2329122,669.3292011,703.7218083,640.3012376,639.4192305,684.5821684,707.9865762,727.880734,781.2476565,865.5928073,780.7194535,811.5319791,824.5430382,943.5439023,993.7399333,1048.341057,1180.272753,,,,
Georgia,GEO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039.150354,2696.705887,2125.166718,1936.836961,1988.595713,1492.360429,1150.78949,1331.520883,1517.812559,1563.795947,1574.391404,1583.559873,1653.380721,1749.863857,1814.45966,1916.479029,1769.171675,1829.976908,1881.537211,1833.044561,2049.544524,2289.134849,2329.92587,2498.340357,2693.97276,,,,
Georgia,GEO,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.691324147,4.288105637,7.77975438,13.58407337,6.192717978,18.08256691,25.51069955,23.83078293,23.1107277,24.21443794,22.48367644,25.09694959,25.35807659,23.84566819,23.20061399,12.28414255,12.30191403,11.78945478,12.57758626,12.33836738,11.49603833,8.885338341,8.274630546,12.34322818,10.59116527,,,,
Georgia,GEO,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.7892832,332.3543101,519.491682,645.2499703,443.6830871,343.8821352,310.9686306,246.9406613,221.4115977,197.0448953,199.5123067,170.5423342,160.0265655,153.2308537,148.8651926,138.7714376,135.351755,132.5153278,116.3454529,124.4094331,118.1044023,125.0399512,122.9192239,125.0482406,134.6268164,,,,
Georgia,GEO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84092501,87.17870041,84.56582791,77.98328005,80.45060381,68.2929448,60.53852119,59.865222,59.13704991,55.69596734,59.01220076,55.090437,49.58947522,52.14468848,53.77327276,64.41339158,70.40866076,70.69078883,66.78923596,66.99368733,64.70334463,72.76506637,74.46282328,68.93449555,72.20953534,,,,
Georgia,GEO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170884021,6.04349787,5.626835236,6.479781972,10.5256911,9.736560631,9.697579591,12.58461033,14.81191474,16.4947938,15.08032878,14.46482628,17.4134063,16.86277812,16.25657963,16.39286201,12.1940497,12.76823407,14.94396079,15.51869762,20.04375602,15.46944738,14.39710158,16.81110483,15.74637393,,,,
Georgia,GEO,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76078201,84.05208229,83.06243459,76.84859661,78.69211764,67.94388527,57.02959144,56.19179768,54.71747651,52.34674918,53.84132532,50.80496948,47.80617774,49.15306614,53.71594502,65.50540533,69.40493721,67.88669166,64.16858514,61.72294633,57.97265023,68.43693105,70.33715276,63.36345097,68.75204873,,,,
Georgia,GEO,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.088428345,3.008837165,1.924958637,1.549786976,2.253860985,2.907973103,3.215758445,4.049555852,4.516475246,5.074985567,5.012222137,5.863646729,6.248962457,6.526100822,6.717487029,7.20609383,7.388156881,7.546296843,8.595093104,8.037975701,8.467084888,7.997443942,8.135423964,7.996913791,7.427940634,,,,
Georgia,GEO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.004159938,2.018540348,1.320827907,1.08859539,1.616954554,2.129969264,2.398537486,3.072526119,3.465361883,3.950110959,3.988470742,4.768336037,5.162056075,5.491106514,5.8043078,6.420444769,6.781862988,7.113104742,8.259283927,7.782816431,8.293834662,7.997443942,8.291449112,8.293313114,7.848988557,,,,
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77399758,14.11875079,18.54205164,26.02618776,22.7022876,46.39465091,42.75395574,44.36379605,47.52898403,49.66308742,47.25427953,53.14582182,56.75800111,55.3320075,54.53065395,41.48161199,37.21764889,36.22444801,36.30216374,36.72040611,39.14857299,31.53766065,28.69262327,34.97923359,31.89297634,28.66253881,,,
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20985136,57.1351601,58.31091985,63.1468197,61.42960813,63.80917341,83.48406846,84.41993578,83.06609308,83.84745542,78.93318966,79.89044255,93.24789858,91.1452514,87.36279607,85.8125774,72.93810896,81.82909265,84.72731575,86.6090208,92.52271829,77.39846969,74.50232078,82.22487325,80.36833478,78.03932429,,,
Georgia,GEO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16788108,24.92302956,5.047516586,5.853658537,4.42670537,21.00809419,6.177821066,5.47256736,4.197627428,3.514252245,3.690732759,0.360386334,0.413393964,0.418994413,0.606585789,0.908215219,0.329353643,0.288046087,0.141961434,0.455713952,0.316080601,0.068667844,0,0,0,0,,,
Georgia,GEO,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Georgia,GEO,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62226756,17.94181034,36.64156356,30.99952176,34.1436865,15.1827324,10.33811048,10.10749686,12.73627949,12.63829233,17.37607759,19.74917111,6.338707455,8.43575419,12.03061814,13.27920738,26.7325374,17.88286126,15.13072282,12.93526525,7.161201106,22.53286247,25.49767922,17.77512675,19.63166522,21.96067571,,,
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99941708,19.27339901,17.93078716,17.18794835,17.33490566,23.32597498,29.1498539,21.7367025,14.75687655,16.13952883,16.82381466,12.18105809,16.64599697,16.15921788,15.58347776,15.60478877,14.24454508,12.84205473,12.95398084,12.63145595,10.8949032,11.20266824,11.2841671,8.002783577,5.785363032,,,,
Georgia,GEO,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20985136,57.1351601,58.31091985,63.1468197,61.42960813,63.80917341,83.48406846,84.41993578,83.06609308,83.84745542,78.93318966,79.89044255,93.24789858,91.1452514,87.36279607,85.8125774,72.93810896,81.82909265,84.72731575,86.6090208,92.52271829,77.39846969,74.50232078,82.22487325,80.36833478,78.03932429,,,
Georgia,GEO,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.79014864,42.8648399,41.68908015,36.8531803,38.57039187,36.19082659,16.51593154,15.58006422,16.93390692,16.15254458,21.06681034,20.10955745,6.752101419,8.854748603,12.63720393,14.1874226,27.06189104,18.17090735,15.27268425,13.3909792,7.477281707,22.60153031,25.49767922,17.77512675,19.63166522,21.96067571,,,
Georgia,GEO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,98.94441986,99.01428223,97.93505412,99.08654785,99.11300659,99.15111542,99.21443939,99.31654358,99.54829407,100,99.91575623,100,99.99448395,100,100,
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.17202759,99.19114685,98.31918788,99.26914215,99.32794189,99.39981842,99.48467255,99.58241272,99.69260406,100,99.93656921,100,99.99697876,100,100,
Georgia,GEO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78973489,98.68950121,98.8130856,97.49122396,98.87226707,98.85680946,98.85001612,98.882146,98.98448373,99.36522951,100,99.8885189,100,99.99111579,100,100,
Georgia,GEO,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.50180914,13.85896535,21.66247591,26.90651733,18.50130516,14.33966845,12.96719603,10.29727004,9.232724154,8.216648034,8.31953753,7.111507916,6.673006949,6.38966578,6.20393481,5.782747863,5.642128005,5.535444248,4.864959534,5.208925031,4.944773568,5.235154052,5.146379046,5.235502846,5.636552492,5.780135919,,,
Georgia,GEO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19,43.74,46.15,48.62,51.27,53.61,56.49,58.89,61.46,63.75,66.26,68.57,70.47,72.26,74.35,76.36,77.79,,
Georgia,GEO,"Undisbursed external debt, private creditors (UND, current US$)",DT.UND.PRVT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768416.8,0,0,81135367.5,45280973.7,15311463.1,
Georgia,GEO,"Undisbursed external debt, official creditors (UND, current US$)",DT.UND.OFFT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84763000,38157377.9,45830000,42188130.9,105050421.6,180817413.4,270763613.7,331781827.6,346277617.3,347302968.4,313590772.5,317339731,287954059.5,271117466.1,292692355.8,265127484.7,329317044.9,690497610.9,998261125.9,920037141.5,1181508210,1364375382,1227688620,1350170060,2104282667,2801820041,
Georgia,GEO,"Undisbursed external debt, total (UND, current US$)",DT.UND.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84763000,38157377.9,45830000,42188130.9,105050421.6,180817413.4,270763613.7,331781827.6,346277617.3,347302968.4,313590772.5,317339731,287954059.5,271117466.1,292692355.8,265127484.7,329317044.9,690497610.9,998261125.9,920037141.5,1187276627,1364375382,1227688620,1431305428,2149563641,2817131504,
Georgia,GEO,Total amount of debt rescheduled (current US$),DT.TXR.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369200000,458866099.5,0,634411000,166555595.9,0,0,0,28718138.7,42482906.7,0,89761592.2,79788679,67127984.5,0,0,0,0,0,0,0,0,0,0,0,
Georgia,GEO,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8220849.4,967000,0,0,190932.4,108404.2,104547.9,89630.1,130761,198328,262351.9,313312.6,189354.7,514815.8,419414.5,96288250.7,115027765.5,144900739.8,539629218.1,107175338.9,220291027.9,174451821.7,400474381.4,188457886.8,345235627.1,
Georgia,GEO,"PPG, other private creditors (TDS, current US$)",DT.TDS.PROP.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8220849.4,0,0,0,190932.4,108404.2,104547.9,89630.1,130761,198328,262351.9,313312.6,189354.7,514815.8,419414.5,481250.7,470765.5,465739.8,502218.1,0,0,0,0,0,0,
Georgia,GEO,"PNG, commercial banks and other creditors (TDS, current US$)",DT.TDS.PNGC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492808.8,1973608.7,3234075.8,5933504.6,24893944.8,35187959.3,14251995.6,26695283.9,25161938.7,25504787.8,484634000,507887000,502071000,746198000,1031107000,800536000,1218576000,1383054000,1865003000,1616182000,
Georgia,GEO,"PNG, bonds (TDS, current US$)",DT.TDS.PNGB.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29062500,58124000,58124000,63936000,265748000,274550000,
Georgia,GEO,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967000,0,0,0,0,0,0,0,0,0,0,0,0,0,77057000,77057000,106935000,10084000,43256338.9,76862027.9,98200821.7,74223381.4,136894886.8,35392627.1,
Georgia,GEO,"PPG, bonds (TDS, current US$)",DT.TDS.PBND.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18750000,37500000,37500000,529043000,63919000,143429000,76251000,326251000,51563000,309843000,
Georgia,GEO,"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672658.3,4965793.2,17210000,6898953.7,39922831.7,204495678.1,79875318.3,82448495.3,50506828.8,69576722.2,95181866.5,160689128.6,103863442.3,191513867.7,110649703.5,67481754.3,101658256.6,110268730.7,101674161.2,86107464.6,98851829.1,143227855.5,161645491.3,181470974.3,225167176.6,
Georgia,GEO,"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,649000,1129000,1550070.3,16832349.8,5797524.2,14042938.2,6623953.4,7170965.5,16326194.6,10795020.7,47640811,14965657.6,21323242.5,54076814.3,55091190.9,48962694.2,30969683,33797812.8,49110701.6,62094352.2,69567937.8,87781976,
Georgia,GEO,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2403964,83.70076341,0.35444509,76.98201685,19.80907471,74.71928526,27.00848454,16.46696497,42.72110558,24.37970786,22.08721058,18.93151083,19.93413084,29.88137499,22.35194881,19.26902701,30.05092362,25.3520608,9.388002612,23.13764256,15.03915909,24.35892755,17.84063617,30.95749941,25.8753002,
Georgia,GEO,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672658.3,4965793.2,61000,5310953.7,7946165.5,152878707.9,21601349.8,13591524.2,21632938.2,17010953.4,21080965.5,30480194.6,20742020.7,57380811,24826112.4,31556886.5,65116151,64690719.3,60205578,44721084.2,47996402,77383362.4,100285761.3,114520725,147593437.8,
Georgia,GEO,"PPG, IDA (TDS, current US$)",DT.TDS.MIDA.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,649000,1129000,1546000,1934000,2788000,2565000,3105000,3914000,5797000,7224000,9595000,13150000,17309000,19539000,22989000,26792000,27280000,29649000,44367000,55773000,61073000,69371000,
Georgia,GEO,"PPG, IBRD (TDS, current US$)",DT.TDS.MIBR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737000,548000,1318000,2444000,3010000,4451000,15275000,19605000,24719000,
